32,五指山真厉害,你只适合看抗日雷剧
31,閱讀空氣,简介***了，你个⑨
30,吃面要加冷酸灵,回复 @零夜景:抗日剧也不行，有手撕鬼子会吓坏孩子，应该让他去看新闻联播
29,Shaw旺旺,女性犯罪就罪大恶极了？女权主义崛起
28,radia,that's it？以自由的名义低智商无脑犯罪。。。boring
27,零夜景,三观很正(●￣(ｴ)￣●)你还是看抗日剧吧。那里没有犯罪，没有故事，没有剧情。
26,少女情怀总是吃吃吃,只是电影而已啊
25,少女情怀总是吃吃吃,酷
24,科学技术,那我请问你，谁为那些翻车的警察负责
23,Hgone,居然有你这种看不懂电影又瞎逼逼的人
22,as左手寒寒,一直怕百死不敢看。。。
21,这里的黎明躲猫猫,最爱的电影之一 up主选的封面很清新
20,旅猫呐,看得好爽。不亏俩小时！
19,Tulip越,斯科特老爷子部部佳片，希望出合辑啊：异形，普罗米修斯，美国黑帮，火柴人，银翼杀手，天国王朝，汉尼拔，沉默的羔羊，黑鹰坠落，角斗士……
18,当僵尸vs鬼妹妹,最后哭的不能自理，在绝望中追求自由的勇气，黎明到来之后的绝望才是片子的中心么？她们的勇气真的很有力量，只可惜只是两个人孤独的挣扎注定被如潮的黑暗吞噬。实在是致郁我了orz
( ´_ゝ｀)
17,ifritwei,皮特大神是来托戏的！
16,禾希米青并瓦,获得稀有车：绝致旋风吉他版(°∀°)ﾉ
15,科学技术,居然有人为这种给社会造成巨大损失了女犯罪者喝彩叫好
13,刃尚君,昨天看完之后，没睡着，爬起来写了一篇观后感。关于自由，却令人唏嘘。唉
12,REDDDDD,这电影真不错。就算放在现在也能让部分女性得到启发。
11,23再起不能,一直想看来的，nice(°∀°)ﾉ
10,床上热,gta滚过来的
9,九一丸,油炸绿番茄是真百合..(｀・ω・´)
8,JOJOFUNNY,原来是冲着皮特去看的，结果认真看下里很喜欢两女人
7,JOJOFUNNY,好片，
6,崩坏之silence菌,感谢投硬币的小伙伴，第一次收到所以很开心(￣3￣)，忍不住冒个泡。另外，这种有小伙伴喜欢up主搬运的电影的感觉简直暖心。嗯，我会继续分享的
5,拼命小七娘,看完后哭得稀里哗啦无法自抑
4,稻草人42,油炸绿番茄也是超级棒！
3,justintimberlake1009,第三次看 看完还是哭了
2,哒哩哒哩,很喜欢这部电影，当时一口气看下来感动的不要不要的
1,我和你有一段过去,我是纠结症的人
