22,刘夏刘星,回复 @御当家的:又名王大锤
21,孤寂影魅,你不是一个人
20,Sokita,前面很无聊，从投了猩猩开始被通缉就开始搞笑了
19,张知,谁有这电影的原声音乐 ？
18,咏箴,你不是一个人
17,嗶華,真不敢相信，我居然看完了，。。。。。(&quot;&lt;span id=&quot;transmark&quot;&gt;&lt;/span&gt;▔□▔)/
16,御当家的,简称“白客”
15,老史的日常,回复 @kickgeek：你不是一个人
14,老史的日常,你不是一个人
13,Taeye0n,不看正片，交出封面(｀・ω・´)
12,C千山慕雪,请告诉我看封面进来的不止我一个人╮(￣▽￣)╭
11,C千山慕雪,回复 @kickgeek :你不是一个人~╮(￣▽￣)╭
10,sleepking,。。。。这电影。。。
9,零瞑,简直雕的飞起
8,屋里养懦夫思基,回复 @kickgeek :你不是一个人（￣▽￣）
7,None,这电影这么吊 我竟然才知道..
6,叫我高能君,封面感人_(:3」∠)_
5,168zj168,经典！
4,Gluttowy,3L(^・ω・^ )
3,幻之心魔,这不是什么叛逆天使里的两个逗B先知吗
2,kickgeek,我看了这句话三遍，都是看成脱衣四女，睇四遍终于看清了
1,恶梦天空,我对不起导演和UP，我是因为封面的胶衣四女进来的···
